Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/resources/bodystructure-example.xml	1062	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0
input/resources/careplan-example.xml	7996	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0
input/resources/careteam-example.xml	722	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0
input/resources/claim-example.xml	2469	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	0	0
input/resources/claimresponse-example.xml	1622	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	24	0	0	0	0	0	0
input/resources/communication-example.xml	1737	3	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	9	27	0	0	0	0	0	0
input/resources/communication-negation-example.xml	1612	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0
input/resources/communicationrequest-example.xml	1693	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	26	0	0	0	0	0	0
input/resources/condition-appendicitis-example.xml	1664	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0
input/resources/conditionencounterdiagnosis-example.xml	1975	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0
input/resources/conditionproblemshealthconcerns-example.xml	2241	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
input/resources/coverage-example.xml	1862	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0
input/resources/device-example.xml	1406	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	16	0	0	1	0	0	0
input/resources/devicerequest-example.xml	1072	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0
input/resources/devicerequest-negation-example.xml	1374	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0
input/resources/devicerequest-negation-with-code-example.xml	1375	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0
input/resources/deviceusestatement-example.xml	666	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	0
input/resources/diagnosticreport-example.xml	1083	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0
input/resources/diagnosticreport-note-example.xml	2727	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
input/resources/encounter-ed-example.json	2234	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	25	0	0	0	0	0	0
input/resources/encounter-example.xml	2298	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	1
input/resources/familymemberhistory-example.xml	1843	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
input/resources/flag-example.xml	1022	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0
input/resources/goal-example.xml	2135	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0
input/resources/imagingstudy-example.xml	2928	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0
input/resources/immunization-example.xml	2849	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	30	0	0	0	0	0	0
input/resources/immunization-negation-example-code.xml	1013	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
input/resources/immunization-negation-example.xml	1063	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0
input/resources/immunization-statusreason-example.xml	954	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
input/resources/immunizationevaluation-example.xml	1177	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0
input/resources/immunizationrecommendation-example.xml	2681	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	0	0
input/resources/library-USQualityCore-ModelInfo.json	754	1	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	607	18	0	0	0	13	0	0
input/resources/library-USQualityCoreCommon.json	1227	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	655	25	0	0	0	20	0	0
input/resources/library-USQualityCoreCommonTests.json	1217	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	1725	55	0	0	0	51	0	0
input/resources/location-example.xml	2103	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0
input/resources/medication-example.xml	2151	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
input/resources/medicationadministration-cmd-example.xml	1366	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0
input/resources/medicationadministration-example.xml	1401	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0
input/resources/medicationadministration-negation-example.xml	2205	2	0	0	0	0	0	0	1	118	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0
input/resources/medicationadministration-negation-with-code-example.xml	2072	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	16	0	0	0	0	0	0
input/resources/medicationdispense-cmd-example.xml	2266	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	11	29	0	0	0	0	0	0
input/resources/medicationdispense-example.xml	2603	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0
input/resources/medicationdispense-negation-example.xml	2101	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
input/resources/medicationdispense-negation-with-code-example.xml	1969	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
input/resources/medicationrequest-cmd-example.xml	1810	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	9	18	0	0	0	0	0	0
input/resources/medicationrequest-example.xml	2674	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0
input/resources/medicationrequest-negation-example-code.xml	1149	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0
input/resources/medicationrequest-negation-example.xml	1327	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0
input/resources/medicationrequest-patient-reported-example.xml	1871	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0
input/resources/medicationrequest-patient-requester-example.xml	1779	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0
input/resources/medicationrequest-practitioner-ordered-example.xml	1789	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
input/resources/medicationstatement-example.xml	1579	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0
input/resources/nutritionorder-example.xml	1768	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0
input/resources/observation-clinical-result-example.xml	1473	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
input/resources/observation-example-births.xml	1117	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0
input/resources/observation-example-delivery-date-estimate.xml	1140	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0
input/resources/observation-example-frailty.xml	1319	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
input/resources/observation-example-gestation.xml	1123	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0
input/resources/observation-example-obstetric-delivery.xml	1178	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
input/resources/observation-example-odh.xml	1193	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
input/resources/observation-example-parity.xml	1112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0
input/resources/observation-example-pregnancies.xml	1122	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0
input/resources/observation-example-preterm-births.xml	1113	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
input/resources/observation-example.xml	3718	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	18	0	0	0	0	0	0
input/resources/observation-lab-example.xml	2519	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0
input/resources/observation-negation-example.xml	1818	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	0
input/resources/observation-negation-with-code-example.xml	1504	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	0
input/resources/observation-nonpatient-hemodialysis-machine.xml	1307	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	0	0	0	0	0	0
input/resources/observation-nonpatient-hospital-bed.xml	1283	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	6	0	0	0	0	0	0
input/resources/observation-nonpatient-ventilator-example.xml	1154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0	0
input/resources/observation-survey-example.xml	1969	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	1	0	0
input/resources/organization-example.xml	1128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0
input/resources/organization-hospital-example.xml	1130	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0
input/resources/parameters-manifest.json	444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	98	0	0	0	0	0	0
input/resources/patient-example-2.xml	2550	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42	14	0	0	0	0	0	0
input/resources/patient-example.xml	4855	4	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	1	0	0	26	10	0	0	0	0	0	0
input/resources/patient-infant-example.xml	1075	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0
input/resources/practitioner-example.xml	1544	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0
input/resources/practitionerrole-example.xml	1188	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0
input/resources/procedure-example.xml	1858	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0
input/resources/procedure-negation-example.xml	1864	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0
input/resources/procedure-negation-with-code-example.xml	1790	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0
input/resources/questionnaireresponse-example.xml	4557	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	48	23	0	0	0	0	0	0
input/resources/relatedperson-example.xml	1115	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0
input/resources/servicerequest-appropriateness-example.xml	1075	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
input/resources/servicerequest-elective-example.xml	970	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
input/resources/servicerequest-example.xml	1541	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0
input/resources/servicerequest-myringotomy-example.xml	1561	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
input/resources/servicerequest-negation-example-code.xml	1606	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	1
input/resources/servicerequest-negation-example.xml	1926	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0
input/resources/structuredefinition-us-quality-core-notDoneValueSet.xml	2889	3	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	50	112	0	0	0	1	0	0
input/resources/structuredefinition-us-quality-core-servicerequest-appropriatenessscore.xml	5979	4	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	51	130	0	0	0	3	0	0
input/resources/substance-example.xml	658	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0
input/resources/task-example.xml	1059	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	35	0	0	0	0	0	0
input/resources/task-negation-example.xml	1436	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
input/resources/task-negation-with-code-example.xml	1288	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0
input/resources/valueset-us-quality-core-medication-dose-type.xml	1650	2	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	6	234	0	0	0	1	0	0
input/resources/valueset-us-quality-core-negation-reason.xml	2014	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	416	0	0	0	0	0	0
input/resources/valueset-us-quality-core-non-negative-event-status.json	2085	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	35	0	0	0	0	0	0
input/resources/valueset-us-quality-core-non-negative-immunization-status.json	1721	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	91	0	0	0	0	0	0
input/resources/valueset-us-quality-core-non-negative-medication-admin-status.json	2146	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	186	0	0	0	1	0	0
input/resources/valueset-us-quality-core-non-negative-medicationdispense-status.json	2320	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	35	0	0	0	0	0	0
input/resources/valueset-us-quality-core-non-negative-observation-status.json	2129	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
input/resources/valueset-us-quality-core-non-negative-task-status.json	2427	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	0	0	0
input/resources/valueset-us-quality-core-observation-body-position.json	2572	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	332	0	0	0	0	0	0
input/resources/valueset-us-quality-core-present-on-admission.xml	1796	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	25	0	0	0	0	0	0
/input/includes/fragment-header.html	700	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/img-landscape.html	474	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/menu.xml	2205	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/cql-informational-notice.md	406	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/uscdi-only-vs-uscore61-diff.json	66265	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/img-portrait.html	369	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/disclaimer.md	631	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/fragment-css.html	357	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/mapping-table.md	99935	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
/input/data/new_items.yml	426	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationdispense-intro.md	2523	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-goal-intro.md	1153	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationrequest-intro.md	4069	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-nutritionorder-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-encounter-intro.md	2438	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-communicationnotdone-intro.md	1283	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-questionnaireresponse-intro.md	893	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-coverage-intro.md	2513	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-devicenotrequested-intro.md	1448	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-deviceusestatement-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-observation-screening-assessment-intro.md	1754	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-organization-intro.md	1098	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-procedure-notes.md	671	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-observation-lab-intro.md	1855	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-servicerequest-approachBodySite-intro.md	548	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-encounter-procedure-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medication-notes.md	380	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-recorded-intro.md	548	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-observation-clinical-result-intro.md	1669	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-diagnosticreport-note-intro.md	1401	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-dosage-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-procedurenotdone-intro.md	2232	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-devicerequest-intro.md	1399	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-taskrejected-intro.md	1596	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-condition-encounter-diagnosis-notes.md	214	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationadministrationnotdone-intro.md	1625	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-flag-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-simple-observation-notes.md	1020	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-location-intro.md	1484	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-allergyintolerance-intro.md	1720	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-servicerequest-intro.md	2115	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-notDone-intro.md	548	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationstatement-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-practitioner-intro.md	2699	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-servicenotrequested-intro.md	2014	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-observationcancelled-notes.md	939	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-condition-problems-health-concerns-notes.md	235	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-practitionerrole-intro.md	1880	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-careteam-intro.md	1216	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-isElective-intro.md	673	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationadministration-notes.md	730	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-immunization-notes.md	337	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-immunizationnotdone-intro.md	1714	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationdispensedeclined-intro.md	1789	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-doNotPerformReason-intro.md	791	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationnotrequested-intro.md	1761	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-communication-notes.md	778	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationrequest-notes.md	790	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-encounter-notes.md	369	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-communicationnotdone-notes.md	1060	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-coverage-notes.md	238	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-medicationdispense-notes.md	679	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-procedure-approachBodySite-intro.md	548	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/intro-notes/StructureDefinition-us-quality-core-immunizationevaluation-intro.md	732	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
